code,label,level,type,severity,message
17.01.03,Exploração de Gás Natural,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
17.01.04,Logística e Distribuição,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
17.01.04,Logística e Distribuição,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
17.01.05,Investimentos no Setor de Petróleo e Gás,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
17.01.05,Investimentos no Setor de Petróleo e Gás,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
17.02,Mineração,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 46 palavras (recomendado: 50-150)
17.02.01,Extração de Minerais,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
17.02.01,Extração de Minerais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
17.02.02,Processamento Mineral,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
17.02.02,Processamento Mineral,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
17.02.03,Pesquisa e Desenvolvimento Mineral,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
17.02.03,Pesquisa e Desenvolvimento Mineral,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
17.02.04,Levantamento Geológico,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
17.02.04,Levantamento Geológico,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
17.02.05,Sustentabilidade e Impacto Ambiental,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
17.02.05,Sustentabilidade e Impacto Ambiental,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
17.03,Políticas Energéticas,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 48 palavras (recomendado: 50-150)
17.03.01,Regulação e Legislação Energética,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
17.03.01,Regulação e Legislação Energética,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
17.03.02,Subsídios e Incentivos,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
17.03.02,Subsídios e Incentivos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
17.03.03,Planejamento Energético Nacional,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
17.03.03,Planejamento Energético Nacional,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
17.03.04,Parcerias e Acordos Internacionais,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
17.03.04,Parcerias e Acordos Internacionais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
17.03.05,Luz para Todos,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
17.03.05,Luz para Todos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
17.04.01,Energia Solar,L3,too_short,ALTO,Descrição muito curta: 10 palavras (mínimo: 30)
17.04.01,Energia Solar,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 10 palavras (recomendado: 30-100)
17.04.02,Energia Eólica,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
17.04.02,Energia Eólica,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
17.04.03,Energia Hidrelétrica,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
17.04.03,Energia Hidrelétrica,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
17.04.04,Biomassa e Biocombustíveis,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
17.04.04,Biomassa e Biocombustíveis,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
17.04.05,Pesquisa e Inovação em Energias Renováveis,L3,too_short,ALTO,Descrição muito curta: 10 palavras (mínimo: 30)
17.04.05,Pesquisa e Inovação em Energias Renováveis,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 10 palavras (recomendado: 30-100)
17.05,Infraestrutura e Investimentos,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 47 palavras (recomendado: 50-150)
17.05.01,Investimentos em Transmissão e Distribuição,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
17.05.01,Investimentos em Transmissão e Distribuição,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
17.05.02,Modernização da Infraestrutura Energética,L3,too_short,ALTO,Descrição muito curta: 9 palavras (mínimo: 30)
17.05.02,Modernização da Infraestrutura Energética,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 9 palavras (recomendado: 30-100)
17.05.03,Redes de Energia Inteligente,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
17.05.03,Redes de Energia Inteligente,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
17.05.04,Manutenção e Expansão da Infraestrutura,L3,too_short,ALTO,Descrição muito curta: 10 palavras (mínimo: 30)
17.05.04,Manutenção e Expansão da Infraestrutura,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 10 palavras (recomendado: 30-100)
17.05.05,Parcerias Público-Privadas no Setor Energético,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
17.05.05,Parcerias Público-Privadas no Setor Energético,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
18,Comunicações e Mídia,L1,too_short,ALTO,Descrição muito curta: 9 palavras (mínimo: 30)
18,Comunicações e Mídia,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 9 palavras (recomendado: 80-200)
18.01.01,Serviços Digitais,L3,too_short,ALTO,Descrição muito curta: 23 palavras (mínimo: 30)
18.01.01,Serviços Digitais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 23 palavras (recomendado: 30-100)
18.01.02,Ligações Indesejadas,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
18.01.02,Ligações Indesejadas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
18.01.03,Inclusão Digital,L3,too_short,ALTO,Descrição muito curta: 25 palavras (mínimo: 30)
18.01.03,Inclusão Digital,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 25 palavras (recomendado: 30-100)
18.01.05,Proteção de Dados,L3,too_short,ALTO,Descrição muito curta: 28 palavras (mínimo: 30)
18.01.05,Proteção de Dados,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 28 palavras (recomendado: 30-100)
18.02.01,Liberdade de Imprensa,L3,too_short,ALTO,Descrição muito curta: 20 palavras (mínimo: 30)
18.02.01,Liberdade de Imprensa,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 20 palavras (recomendado: 30-100)
18.02.02,Linha Editorial,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
18.02.02,Linha Editorial,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
18.02.03,Integridade da Informação,L3,too_short,ALTO,Descrição muito curta: 22 palavras (mínimo: 30)
18.02.03,Integridade da Informação,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 22 palavras (recomendado: 30-100)
18.02.04,Combate à Desinformação,L3,too_short,ALTO,Descrição muito curta: 25 palavras (mínimo: 30)
18.02.04,Combate à Desinformação,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 25 palavras (recomendado: 30-100)
18.02.05,Linguagem Simples,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
18.02.05,Linguagem Simples,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
18.03.01,Interação Digital,L3,too_short,ALTO,Descrição muito curta: 22 palavras (mínimo: 30)
18.03.01,Interação Digital,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 22 palavras (recomendado: 30-100)
18.03.02,Cidadania Digital,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
18.03.02,Cidadania Digital,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
18.03.03,Comunicação Antirracista,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
18.03.03,Comunicação Antirracista,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
18.03.04,Comunicação Pública,L3,too_short,ALTO,Descrição muito curta: 23 palavras (mínimo: 30)
18.03.04,Comunicação Pública,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 23 palavras (recomendado: 30-100)
18.03.05,Comunicação Digital,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
18.03.05,Comunicação Digital,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
19,Defesa e Forças Armadas,L1,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
19,Defesa e Forças Armadas,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 16 palavras (recomendado: 80-200)
19.01,Segurança Nacional,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 48 palavras (recomendado: 50-150)
19.01.01,Inteligência e Contrainteligência,L3,too_short,ALTO,Descrição muito curta: 22 palavras (mínimo: 30)
19.01.01,Inteligência e Contrainteligência,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 22 palavras (recomendado: 30-100)
19.01.02,Proteção de Infraestruturas Críticas,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
19.01.02,Proteção de Infraestruturas Críticas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
19.01.03,Combate ao Terrorismo,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
19.01.03,Combate ao Terrorismo,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
19.01.04,Segurança de Fronteiras,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
19.01.04,Segurança de Fronteiras,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
19.01.05,Controle do Espaço Aéreo e Marítimo,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
19.01.05,Controle do Espaço Aéreo e Marítimo,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
19.02.01,Operações de Paz,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
19.02.01,Operações de Paz,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
19.02.02,Operações no Exterior,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
19.02.02,Operações no Exterior,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
19.02.03,Cooperação Internacional em Defesa,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
19.02.03,Cooperação Internacional em Defesa,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
19.02.04,Treinamentos e Exercícios Militares,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
19.02.04,Treinamentos e Exercícios Militares,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
19.02.05,Operações Antidrogas,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
19.02.05,Operações Antidrogas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
19.03,Defesa Civil,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 44 palavras (recomendado: 50-150)
19.03.01,Preparação para Desastres,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
19.03.01,Preparação para Desastres,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
19.03.02,Planejamento de Evacuação,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
19.03.02,Planejamento de Evacuação,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
19.03.03,Resposta a Desastres,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
19.03.03,Resposta a Desastres,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
19.03.04,Monitoramento de Riscos Naturais,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
19.03.04,Monitoramento de Riscos Naturais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
19.03.05,Gestão de Abrigos,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
19.03.05,Gestão de Abrigos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
19.04,Situações de Emergência,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 42 palavras (recomendado: 50-150)
19.04.01,Resgate e Salvamento,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
19.04.01,Resgate e Salvamento,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
19.04.02,Logística de Emergência,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
19.04.02,Logística de Emergência,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
19.04.03,Ações Humanitárias,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
19.04.03,Ações Humanitárias,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
19.04.04,Reconstrução Pós-Desastre,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
19.04.04,Reconstrução Pós-Desastre,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
19.04.05,Assistência a Deslocados Internos,L3,too_short,ALTO,Descrição muito curta: 20 palavras (mínimo: 30)
19.04.05,Assistência a Deslocados Internos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 20 palavras (recomendado: 30-100)
19.05.01,Planejamento de Defesa Nacional,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
19.05.01,Planejamento de Defesa Nacional,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
19.05.02,Modernização das Forças Armadas,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
19.05.02,Modernização das Forças Armadas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
19.05.03,Estratégia de Defesa Cibernética,L3,too_short,ALTO,Descrição muito curta: 21 palavras (mínimo: 30)
19.05.03,Estratégia de Defesa Cibernética,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 21 palavras (recomendado: 30-100)
19.05.04,Desenvolvimento Militar,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
19.05.04,Desenvolvimento Militar,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
19.05.05,Relações com a Indústria de Defesa,L3,too_short,ALTO,Descrição muito curta: 22 palavras (mínimo: 30)
19.05.05,Relações com a Indústria de Defesa,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 22 palavras (recomendado: 30-100)
20,Políticas Públicas e Governança,L1,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
20,Políticas Públicas e Governança,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 17 palavras (recomendado: 80-200)
20.01,Transparência e Prestação de Contas,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 42 palavras (recomendado: 50-150)
20.01.01,Controle Interno,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
20.01.01,Controle Interno,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
20.01.02,Controle Social,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
20.01.02,Controle Social,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
20.01.03,Integridade Pública,L3,too_short,ALTO,Descrição muito curta: 20 palavras (mínimo: 30)
20.01.03,Integridade Pública,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 20 palavras (recomendado: 30-100)
20.02,Planejamento Governamental,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 38 palavras (recomendado: 50-150)
20.02.01,Fortalecimento Institucional,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
20.02.01,Fortalecimento Institucional,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
20.02.02,Reforma Administrativa,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
20.02.02,Reforma Administrativa,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
20.02.03,Melhorias na Gestão,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
20.02.03,Melhorias na Gestão,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
20.03,Gestão Pública,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 41 palavras (recomendado: 50-150)
20.03.01,Recursos Humanos,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
20.03.01,Recursos Humanos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
20.03.02,Capacitação de Servidores,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
20.03.02,Capacitação de Servidores,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
20.03.03,Licitações e Contratos,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
20.03.03,Licitações e Contratos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
20.04,Administração Pública,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 42 palavras (recomendado: 50-150)
20.04.01,Concursos Públicos,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
20.04.01,Concursos Públicos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
20.04.02,Serviços Públicos,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
20.04.02,Serviços Públicos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
20.04.03,Atendimento à População,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
20.04.03,Atendimento à População,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
20.05,Participação e Colaboração Social,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 42 palavras (recomendado: 50-150)
20.05.01,Sociedade Civil,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
20.05.01,Sociedade Civil,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
20.05.02,Transparência e Diálogo,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
20.05.02,Transparência e Diálogo,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
21,Legislação e Regulamentação,L1,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
21,Legislação e Regulamentação,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 15 palavras (recomendado: 80-200)
21.01,Novas Leis e Decretos,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 42 palavras (recomendado: 50-150)
21.01.01,Publicação de Leis e Decretos,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
21.01.01,Publicação de Leis e Decretos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
21.01.02,Aplicação e Vigência,L3,too_short,ALTO,Descrição muito curta: 19 palavras (mínimo: 30)
21.01.02,Aplicação e Vigência,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 19 palavras (recomendado: 30-100)
21.01.03,Alterações e Ajustes Normativos,L3,too_short,ALTO,Descrição muito curta: 11 palavras (mínimo: 30)
21.01.03,Alterações e Ajustes Normativos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 11 palavras (recomendado: 30-100)
21.01.04,Regulamentações Complementares,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
21.01.04,Regulamentações Complementares,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
21.02,Reformas Legislativas,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 45 palavras (recomendado: 50-150)
21.02.01,Propostas de Reforma,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
21.02.01,Propostas de Reforma,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
21.02.02,Análise de Impacto das Reformas,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
21.02.02,Análise de Impacto das Reformas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
21.02.03,Aprovação de Reformas,L3,too_short,ALTO,Descrição muito curta: 10 palavras (mínimo: 30)
21.02.03,Aprovação de Reformas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 10 palavras (recomendado: 30-100)
21.02.04,Implementação das Reformas,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
21.02.04,Implementação das Reformas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
21.03,Consultas Públicas,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 49 palavras (recomendado: 50-150)
21.03.01,Abertura de Consultas,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
21.03.01,Abertura de Consultas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
21.03.02,Recebimento de Contribuições,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
21.03.02,Recebimento de Contribuições,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
21.03.03,Análise de Contribuições,L3,too_short,ALTO,Descrição muito curta: 10 palavras (mínimo: 30)
21.03.03,Análise de Contribuições,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 10 palavras (recomendado: 30-100)
21.03.04,Resultados de Consultas,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
21.03.04,Resultados de Consultas,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
21.04,Avaliação Regulatória,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 42 palavras (recomendado: 50-150)
21.04.01,Revisão de Normas e Regulamentos,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
21.04.01,Revisão de Normas e Regulamentos,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
21.04.02,Análise de Impacto Regulatório,L3,too_short,ALTO,Descrição muito curta: 18 palavras (mínimo: 30)
21.04.02,Análise de Impacto Regulatório,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 18 palavras (recomendado: 30-100)
21.04.03,Monitoramento da Implementação,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
21.04.03,Monitoramento da Implementação,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
21.04.04,Relatórios de Desempenho Regulatórios,L3,too_short,ALTO,Descrição muito curta: 15 palavras (mínimo: 30)
21.04.04,Relatórios de Desempenho Regulatórios,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 15 palavras (recomendado: 30-100)
21.05,Boas Práticas e Inovação Regulatória,L2,below_recommended,BAIXO,Abaixo do recomendado para L2: 43 palavras (recomendado: 50-150)
21.05.01,Boas Práticas Regulatórias,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
21.05.01,Boas Práticas Regulatórias,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
21.05.02,Inovação Jurídica e Regulatória,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
21.05.02,Inovação Jurídica e Regulatória,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
21.05.03,Política Regulatória,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
21.05.03,Política Regulatória,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
21.05.04,Cooperação Internacional em Regulação,L3,too_short,ALTO,Descrição muito curta: 13 palavras (mínimo: 30)
21.05.04,Cooperação Internacional em Regulação,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 13 palavras (recomendado: 30-100)
24,Minorias e Grupos Especiais,L1,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
24,Minorias e Grupos Especiais,L1,below_recommended,BAIXO,Abaixo do recomendado para L1: 16 palavras (recomendado: 80-200)
24.01.01,Igualdade de Gênero,L3,too_short,ALTO,Descrição muito curta: 17 palavras (mínimo: 30)
24.01.01,Igualdade de Gênero,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 17 palavras (recomendado: 30-100)
24.01.02,Liderança Feminina,L3,too_short,ALTO,Descrição muito curta: 16 palavras (mínimo: 30)
24.01.02,Liderança Feminina,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 16 palavras (recomendado: 30-100)
24.01.03,Violência contra Mulheres,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
24.01.03,Violência contra Mulheres,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
24.01.04,Saúde da Mulher,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
24.01.04,Saúde da Mulher,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
24.01.05,Educação e Empoderamento Feminino,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
24.01.05,Educação e Empoderamento Feminino,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
24.02.01,Direitos Territoriais,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
24.02.01,Direitos Territoriais,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
24.02.02,Saúde e Bem-Estar Indígena,L3,too_short,ALTO,Descrição muito curta: 14 palavras (mínimo: 30)
24.02.02,Saúde e Bem-Estar Indígena,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 14 palavras (recomendado: 30-100)
24.02.03,Educação Indígena,L3,too_short,ALTO,Descrição muito curta: 12 palavras (mínimo: 30)
24.02.03,Educação Indígena,L3,below_recommended,BAIXO,Abaixo do recomendado para L3: 12 palavras (recomendado: 30-100)
